FACTURACION-ELECTRONICA - Total
Factura electrónica - Todas;;;;;;;;;;;;;;;;;;;;;;;;
16;1;75207482989800;2025-05-18;4;CAJA 3;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;01:54;249;249;0;99;eno1RzhpUHRvZ3lOTHkyRU0yd1B3d05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
16;4;75207483352769;2025-05-18;4;CAJA 3;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:12;268;268;0;99;bXExRDBxcjBkc290MVlwMnNLSWtnd05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;3;75207483189177;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:04;256;256;0;99;TmNQT09Yd2pnMHhVT2dDaUhuUzY0QU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;4;75207483264615;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:07;259;259;0;99;QnNCWUs1QkJKVTBEeWQ1cFhiSlEyUU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;5;75207483380318;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:14;271;271;0;99;N25SSW5kWlpuVmMxN05xNHVZNldrQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;7;75207483191075;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:04;257;257;0;99;d1BuWFgvTVd3TmRsL25jVVdrcFhSZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;12;75207483402017;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:15;273;273;0;99;aW1BUWF5UENtajRndmd1bnNTYWF1QU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;20;75207483744596;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;02:36;312;312;0;99;SDIwaEtWWEU5S012YkxWUDhMU3EwZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;28;75207484212371;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;38016,53;7983,47;46000;0;0;46000;0;SA17/05/2025;03:01;363;363;0;99;d2pCQU43UzhIcFo3N2lQOVgydGRsd05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;8;75207483240513;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;37800,93;7938,2;45739,13;1739,13;0;44000;0;SA17/05/2025;02:05;258;258;0;99;OTUva2xvUDFTbTEvazlxaGlIZEpGQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;39;75207485021354;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;35537,19;7462,81;43000;43000;0;0;0;SA17/05/2025;04:13;545;545;0;99;OE1UMFg2SVE2aEY5NEJOczVoQ3B5d05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
